# disturbd_sim_scale_300.csv
8.38049789861494e-01,5.82191891921135e-13
6.53038407489212e-01,3.20379344117628e-09
-5.39146462460592e-01,5.57266627203615e-02
-9.94200404336711e-01,3.93423167667257e-08
-6.07896864966266e-02,1.24344153270363e-01
2.32451607897415e-01,1.95209333591707e-03
8.82456077703354e-01,5.73470240942084e-14
4.69476061169400e-01,3.12478342429165e-06
6.80502732082157e-01,9.92132374729094e-10
-2.96359336186547e-04,5.73745378541078e-01
6.74522058397624e-01,1.28470183451961e-09
-1.55821219061195e-01,1.89978592766239e-01
8.02807966064095e-01,3.41924570665020e-12
4.18312057672060e-01,1.58414530963099e-05
-5.13314737795615e-01,2.81028569683794e-01
9.57259003441285e-01,9.28488418034903e-16
4.64965033631444e-01,3.62428618108641e-06
8.73908172673924e-01,9.02687663734863e-14
-4.97566693289893e-01,3.03591849262760e-01
-2.27629542835864e-01,1.96685933197043e-01
-4.85060828305297e-01,1.97118291946202e-01
8.07692993732663e-01,2.68495766880397e-12
-9.63842130690878e-01,1.25520546937590e-07
1.68667741887159e-01,6.88701315989858e-03
3.46081675483350e-01,1.25864959189974e-04
-1.62510629847771e-01,1.92645101098685e-01
-8.87229397854062e-01,1.91768755943372e-06
-9.88400046902101e-01,4.92774946489208e-08
-3.82015533771664e-01,8.98317639616653e-02
6.95276006115641e-01,5.20071709669661e-10
-7.67812464451723e-01,7.56001359209676e-05
6.12542680237194e-01,1.68632781590715e-08
2.81507071116806e-01,6.46126796276248e-04
3.06268120084924e-01,3.53535711390877e-04
3.92754062991583e-01,3.39642509066542e-05
-6.27286250355311e-01,2.32512785641854e-03
-3.81884487500612e-01,8.99362103348449e-02
-8.18068550659443e-01,1.75412209846247e-05
-6.07167810126866e-01,3.50728397344818e-03
1.65870911632936e-01,7.24522228841939e-03
-2.07734496743744e-02,3.40585546048119e-01
8.78961920479170e-01,6.90619178997684e-14
7.30447586331432e-01,1.07027567638549e-10
-1.95112089905227e-01,1.99796036606420e-01
5.12112075589608e-01,7.32255449544669e-07
-7.87390288911821e-01,4.34281433861940e-05
-4.90328368030137e-01,2.48141072111803e-01
8.48608448059117e-01,3.38491822702552e-13
-1.87465327472873e-01,1.99026520327176e-01
4.97195525145139e-01,1.22897076993005e-06
-9.93354152482477e-01,4.06604056591298e-08
1.28588416122202e-01,1.37292104313980e-02
-6.36797291232482e-01,1.90126294310177e-03
1.48815883109755e-01,9.78859532543594e-03
1.72642700332576e-01,6.40393366777614e-03
7.63033848769250e-02,3.00434406225064e-02
-1.01699692890084e-01,1.56531058143209e-01
-1.39167145491257e-02,4.50329514396207e-01
-7.78655373954448e-02,1.37353657854360e-01
-9.17656275300639e-02,1.48721374920056e-01
-7.29523260900855e-01,2.11699951433824e-04
8.06348890975164e-01,2.86996605307613e-12
8.39299420294678e-01,5.46155701489995e-13
-6.52775130491328e-01,1.34233811891006e-03
9.91908411020523e-01,1.25259878869834e-16
9.09857000332266e-02,2.44111466287176e-02
1.10557796649287e-01,1.82494905167945e-02
-2.08068151408144e-01,1.99791612175800e-01
-3.83853751841133e-01,8.83715265424388e-02
-7.30081757630667e-01,2.08652083879091e-04
8.27914119514065e-01,9.74788208266597e-13
-9.67307610183625e-01,1.10202937831678e-07
2.53255283502461e-01,1.23918386222061e-03
2.29802186968862e-01,2.06524911532277e-03
4.76705332997743e-01,2.45869068946999e-06
-8.24063405407498e-01,1.46142940737528e-05
-9.71218829221920e-01,9.50809676387900e-08
-1.21025439376989e-02,4.77501033259660e-01
-4.41682855663346e-01,4.91317622017133e-02
-1.69323831761527e-01,1.94958129595090e-01
6.75352258574790e-01,1.23956279088428e-09
5.10694821181436e-01,7.69543309858520e-07
7.30552672732105e-01,1.06513522049897e-10
-8.31663071633216e-02,1.41727714115490e-01
6.07405040838880e-01,2.06988915569629e-08
-2.17687037876193e-01,1.98724928936670e-01
8.86568384645073e-01,4.60434388941719e-14
3.53441733396983e-01,1.03105668067110e-04
-4.42895504024467e-01,4.86142786119774e-02
-8.74939648614272e-01,2.89105280940800e-06
9.37766337218675e-01,2.79207029831379e-15
6.39439493649814e-01,5.64652937966772e-09
4.48826266893534e-02,6.64599148198134e-02
-3.71285075476624e-01,9.85232346271739e-02
-6.42605499326403e-01,1.67770707302352e-03
1.98243822447467e-01,3.93499649819788e-03
8.12742335756923e-01,2.08870730173981e-12
-3.15862479582899e-01,1.45065949619656e-01
3.48958727020607e-01,1.16461342855268e-04
-8.31982026741156e-01,1.14519134571159e-05
-9.87593676735303e-01,5.08377609146069e-08
-7.22701994167664e-01,2.52409220620387e-04
3.51628477192931e-01,1.08325460724340e-04
-4.17011233576081e-01,6.39079101034186e-02
4.79320608066936e-01,2.25301393337528e-06
-3.96374052439223e-01,7.86891740116224e-02
1.57572823919342e-01,8.40241038652633e-03
1.00000000000000e+00,7.77964765912104e-17
4.57830090884350e-01,4.57297641787931e-06
6.38372139313483e-01,5.90108394001512e-09
-6.75083181406862e-01,8.08480852826188e-04
7.26130022878248e-01,1.30376296144790e-10
-3.58138712038319e-01,1.09478097767781e-01
7.68654973669916e-01,1.79366947689153e-11
-6.95867486792206e-01,4.93125925624978e-04
6.45469929505782e-01,4.39671362426678e-09
-6.05709183364075e-01,3.61059972208528e-03
-7.87707665293318e-01,4.30329425083525e-05
4.50916392923120e-01,5.71488608098046e-06
2.34450684172665e-01,1.87040887056915e-03
-1.02617601500961e-01,1.57234620030430e-01
-6.91833631964247e-01,5.43689212266198e-04
3.34079728332922e-01,1.73252004639047e-04
-7.17917594987698e-01,2.85159723126868e-04
6.38467781064796e-01,5.87782706513282e-09
-4.97273240378995e-01,3.01961082077673e-01
2.90332158053800e-01,5.22974618385061e-04
-8.11658577506479e-01,2.12805584651461e-05
-7.92983730094001e-01,3.69389983865289e-05
-6.83949891021603e-01,6.56447871007026e-04
2.48661564325646e-01,1.37249652086220e-03
-6.14950982696030e-01,2.99867507638206e-03
5.63140535922923e-01,1.14669989451129e-07
6.83101810822269e-01,8.86252659985257e-10
6.49251168846802e-01,3.75494584774944e-09
-2.03642765611732e-02,3.47046962651743e-01
-5.13467263012161e-01,2.79820378642882e-01
-4.65312979961796e-01,6.42418940132120e-02
-2.92272453010608e-01,1.63376418178834e-01
2.46524005350800e-01,1.43882035948106e-03
-3.64081554055030e-01,1.04492555962341e-01
-7.02723609024995e-01,4.16973104913688e-04
2.50159604065778e-01,1.32766843444610e-03
-1.64376580714090e-01,1.93319689697859e-01
-8.45500338881510e-01,7.49890025030424e-06
-3.19058232852251e-01,1.42448634181896e-01
-9.82630958724297e-01,6.15457000744158e-08
1.65322734039661e-01,7.31725534604951e-03
2.98992865353836e-01,4.23387118703932e-04
6.37102646937679e-01,6.21837683586700e-09
-8.79247380896643e-01,2.50572839317935e-06
-4.18302986393972e-01,6.30378423793104e-02
-8.26547082367597e-01,1.35427367763353e-05
3.01807739068217e-01,3.94979780969675e-04
-6.83387921234504e-01,6.65248635031981e-04
9.02029423117160e-01,2.00205536777279e-14
-6.82409080545789e-02,1.29538034898711e-01
-1.33401753689021e-01,1.78423214348910e-01
3.59258579752248e-01,8.79031724859299e-05
-2.58172956970219e-01,1.84847982666957e-01
1.87818223438212e-01,4.81685624545934e-03
-5.67034547946637e-01,8.09753773213827e-03
-3.91005413167435e-01,8.27818107769719e-02
1.56678295394713e-01,8.53597710509168e-03
6.97132004171954e-01,4.79173925724940e-10
-8.48675272123473e-01,6.78024509893492e-06
-1.20329676104680e-01,1.70062576548623e-01
-7.17610315598573e-01,2.87391772343208e-04
-2.95242564636447e-01,1.61191947382927e-01
2.61385354614174e-01,1.03156073060257e-03
3.33044685405409e-01,1.78033611260214e-04
6.83443074981010e-01,8.73195441772787e-10
-5.59372227908382e-01,1.10650732952982e-02
-2.56969018726803e-01,1.85461760209213e-01
-8.46717945331307e-01,7.21512373276967e-06
-6.99490769186600e-02,1.30884255774325e-01
-9.95753488395037e-01,3.70300640369854e-08
9.35964130925619e-01,3.08833461812490e-15
2.04610352091975e-01,3.46876764087681e-03
-7.96298258165328e-01,3.35366916739793e-05
3.22268524118663e-01,2.35637332277753e-04
2.52107016559186e-01,1.27136508446671e-03
3.65894633201260e-01,7.31286968593142e-05
1.34765651229277e-01,1.24080260293293e-02
-5.75705433018740e-01,6.50441560711646e-03
-8.68242984092769e-01,3.60447811552487e-06
2.91648947411358e-01,5.06564867666471e-04
-5.21780035253429e-01,1.99819903219598e-01
-1.74962014328276e-02,3.93229156564116e-01
-6.17054158168922e-01,2.87290761216260e-03
-8.30728570074341e-01,1.19050260515339e-05
8.99387437208201e-01,2.31016786162203e-14
-9.37057539531859e-01,3.36450190262824e-07
-1.97787850650522e-01,1.99930242185483e-01
-4.59215470657644e-01,5.16925887254219e-02
8.38943857190416e-01,5.56180309585170e-13
1.19799470115203e-01,1.58038649195607e-02
4.15739144978415e-01,1.71305273812375e-05
3.53156867555646e-01,1.03909847676804e-04
-7.75360571862238e-01,6.11887542322420e-05
-9.61227407929375e-01,1.38417505445923e-07
-2.50493237830777e-01,1.88567675739687e-01
-6.45669027974364e-01,1.56953809691058e-03
-8.60788774155710e-01,4.59556039121839e-06
4.02012196729541e-01,2.58612209497901e-05
-8.71009868092535e-01,3.29141062623872e-06
7.18646118888459e-01,1.83151419015197e-10
-9.23086095094808e-01,5.54887279944115e-07
7.14081108909591e-01,2.25041658149498e-10
-7.43340403907344e-01,1.47215249789056e-04
8.66169224170515e-01,1.35697726984681e-13
-7.73617767294477e-01,6.42668983763959e-05
3.70411375198265e-03,5.61216418004972e-01
4.57801460587501e-01,4.57722182151414e-06
-4.80151034615112e-01,1.51168954907721e-01
-6.83591638235248e-01,6.62045948385071e-04
8.81356730615324e-02,2.54286570523318e-02
8.64045193446530e-01,1.51683375638377e-13
7.40473613270096e-01,6.74443461833883e-11
1.07625538764792e-01,1.90851779335118e-02
2.19632063846196e-02,2.95258348649594e-01
2.59511473248148e-01,1.07640620333557e-03
-9.83165412222914e-01,6.02952614791074e-08
-5.14180278150555e-01,2.73993137155800e-01
8.52463451473622e-01,2.77310717205418e-13
-2.53165242085384e-02,2.73385205689970e-01
-9.45520553084659e-01,2.47330335740414e-07
2.38255542181827e-01,1.72332736467652e-03
-2.60777768250862e-01,1.83482226977902e-01
5.71502146065617e-01,8.35998852153403e-08
1.14225350778838e-01,1.72453026982532e-02
-8.93704362969087e-01,1.54011630499684e-06
-4.12281461900467e-02,1.40133595950529e-01
-7.36164149860051e-01,1.77992592366754e-04
